Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000059758.10,Module 1,ENSG00000059758,CDK17,protein_coding
ENSG00000111962.10,Module 2,ENSG00000111962,UST,protein_coding
ENSG00000140853.19,Module 3,ENSG00000140853,NLRC5,protein_coding
ENSG00000110881.14,Module 5,ENSG00000110881,ASIC1,protein_coding
ENSG00000181744.10,Module 3,ENSG00000181744,DIPK2A,protein_coding
ENSG00000224114.1,Module 2,ENSG00000224114,ENSG00000224114,processed_pseudogene
ENSG00000179832.20,Module 3,ENSG00000179832,MROH1,protein_coding
ENSG00000182568.20,Module 1,ENSG00000182568,SATB1,protein_coding
ENSG00000196814.17,Module 2,ENSG00000196814,MVB12B,protein_coding
ENSG00000100033.19,Module 4,ENSG00000100033,PRODH,protein_coding
ENSG00000128487.21,Module 4,ENSG00000128487,SPECC1,protein_coding
ENSG00000140105.20,Module 2,ENSG00000140105,WARS1,protein_coding
ENSG00000115414.23,Module 2,ENSG00000115414,FN1,protein_coding
ENSG00000288771.3,Module 2,ENSG00000288771,ENSG00000288771,lncRNA
ENSG00000116663.13,Module 2,ENSG00000116663,FBXO6,protein_coding
ENSG00000112972.16,Module 3,ENSG00000112972,HMGCS1,protein_coding
ENSG00000100852.15,Module 4,ENSG00000100852,ARHGAP5,protein_coding
ENSG00000181847.14,Module 2,ENSG00000181847,TIGIT,protein_coding
ENSG00000134324.14,Module 5,ENSG00000134324,LPIN1,protein_coding
ENSG00000164983.11,Module 2,ENSG00000164983,TMEM65,protein_coding
ENSG00000128578.12,Module 2,ENSG00000128578,STRIP2,protein_coding
ENSG00000166949.19,Module 1,ENSG00000166949,SMAD3,protein_coding
ENSG00000172331.14,Module 2,ENSG00000172331,BPGM,protein_coding
ENSG00000075234.19,Module 2,ENSG00000075234,TTC38,protein_coding
ENSG00000151702.20,Module 3,ENSG00000151702,FLI1,protein_coding
ENSG00000181019.14,Module 1,ENSG00000181019,NQO1,protein_coding
ENSG00000063438.22,Module 4,ENSG00000063438,AHRR,protein_coding
ENSG00000162783.11,Module 1,ENSG00000162783,IER5,protein_coding
ENSG00000177272.10,Module 2,ENSG00000177272,KCNA3,protein_coding
ENSG00000031081.13,Module 2,ENSG00000031081,ARHGAP31,protein_coding
ENSG00000117266.18,Module 2,ENSG00000117266,CDK18,protein_coding
ENSG00000119801.16,Module 2,ENSG00000119801,YPEL5,protein_coding
ENSG00000181827.18,Module 2,ENSG00000181827,RFX7,protein_coding
ENSG00000104419.18,Module 3,ENSG00000104419,NDRG1,protein_coding
ENSG00000160767.25,Module 2,ENSG00000160767,ENTREP3,protein_coding
ENSG00000043355.13,Module 2,ENSG00000043355,ZIC2,protein_coding
ENSG00000159231.8,Module 1,ENSG00000159231,CBR3,protein_coding
ENSG00000184584.16,Module 2,ENSG00000184584,STING1,protein_coding
ENSG00000183570.19,Module 2,ENSG00000183570,PCBP3,protein_coding
ENSG00000103260.11,Module 4,ENSG00000103260,METRN,protein_coding
ENSG00000133069.19,Module 2,ENSG00000133069,TMCC2,protein_coding
ENSG00000074603.21,Module 1,ENSG00000074603,DPP8,protein_coding
ENSG00000168646.16,Module 4,ENSG00000168646,AXIN2,protein_coding
ENSG00000082146.15,Module 2,ENSG00000082146,STRADB,protein_coding
ENSG00000044115.23,Module 1,ENSG00000044115,CTNNA1,protein_coding
ENSG00000112182.18,Module 2,ENSG00000112182,BACH2,protein_coding
ENSG00000155366.19,Module 2,ENSG00000155366,RHOC,protein_coding
ENSG00000168610.19,Module 2,ENSG00000168610,STAT3,protein_coding
ENSG00000049759.22,Module 3,ENSG00000049759,NEDD4L,protein_coding
ENSG00000291079.2,Module 4,ENSG00000291079,SDHAP3,lncRNA
ENSG00000121858.13,Module 2,ENSG00000121858,TNFSF10,protein_coding
ENSG00000157827.23,Module 2,ENSG00000157827,FMNL2,protein_coding
ENSG00000169105.8,Module 1,ENSG00000169105,CHST14,protein_coding
ENSG00000173221.16,Module 2,ENSG00000173221,GLRX,protein_coding
ENSG00000132635.19,Module 1,ENSG00000132635,PCED1A,protein_coding
ENSG00000198216.15,Module 2,ENSG00000198216,CACNA1E,protein_coding
ENSG00000198954.11,Module 2,ENSG00000198954,KIFBP,protein_coding
ENSG00000088899.18,Module 4,ENSG00000088899,LZTS3,protein_coding
ENSG00000110013.15,Module 2,ENSG00000110013,SIAE,protein_coding
ENSG00000100365.17,Module 2,ENSG00000100365,NCF4,protein_coding
ENSG00000143375.17,Module 4,ENSG00000143375,CGN,protein_coding
ENSG00000130158.15,Module 3,ENSG00000130158,DOCK6,protein_coding
ENSG00000224939.2,Module 4,ENSG00000224939,LINC00184,lncRNA
ENSG00000236081.2,Module 2,ENSG00000236081,ELFN1-AS1,lncRNA
ENSG00000149328.18,Module 4,ENSG00000149328,GLB1L2,protein_coding
ENSG00000166165.16,Module 6,ENSG00000166165,CKB,protein_coding
ENSG00000198794.14,Module 2,ENSG00000198794,SCAMP5,protein_coding
ENSG00000070214.19,Module 1,ENSG00000070214,SLC44A1,protein_coding
ENSG00000081377.19,Module 6,ENSG00000081377,CDC14B,protein_coding
ENSG00000174125.11,Module 2,ENSG00000174125,TLR1,protein_coding
ENSG00000099814.19,Module 2,ENSG00000099814,CEP170B,protein_coding
ENSG00000136542.11,Module 2,ENSG00000136542,GALNT5,protein_coding
ENSG00000183742.15,Module 4,ENSG00000183742,MACC1,protein_coding
ENSG00000138061.15,Module 2,ENSG00000138061,CYP1B1,protein_coding
ENSG00000185187.16,Module 2,ENSG00000185187,SIGIRR,protein_coding
ENSG00000141376.25,Module 2,ENSG00000141376,BCAS3,protein_coding
ENSG00000167895.18,Module 2,ENSG00000167895,TMC8,protein_coding
ENSG00000102096.11,Module 2,ENSG00000102096,PIM2,protein_coding
ENSG00000177453.9,Module 6,ENSG00000177453,NIM1K,protein_coding
ENSG00000039560.16,Module 2,ENSG00000039560,RAI14,protein_coding
ENSG00000109016.20,Module 2,ENSG00000109016,DHRS7B,protein_coding
ENSG00000119508.19,Module 2,ENSG00000119508,NR4A3,protein_coding
ENSG00000106012.21,Module 2,ENSG00000106012,IQCE,protein_coding
ENSG00000189221.13,Module 2,ENSG00000189221,MAOA,protein_coding
ENSG00000145687.19,Module 3,ENSG00000145687,SSBP2,protein_coding
ENSG00000109929.12,Module 4,ENSG00000109929,SC5D,protein_coding
ENSG00000005379.18,Module 6,ENSG00000005379,TSPOAP1,protein_coding
ENSG00000233223.6,Module 2,ENSG00000233223,MPDU1-AS1,lncRNA
ENSG00000198369.12,Module 3,ENSG00000198369,SPRED2,protein_coding
ENSG00000121743.6,Module 1,ENSG00000121743,GJA3,protein_coding
ENSG00000152782.21,Module 1,ENSG00000152782,PANK1,protein_coding
ENSG00000155363.21,Module 3,ENSG00000155363,MOV10,protein_coding
ENSG00000196405.15,Module 5,ENSG00000196405,EVL,protein_coding
ENSG00000026025.18,Module 2,ENSG00000026025,VIM,protein_coding
ENSG00000114739.16,Module 1,ENSG00000114739,ACVR2B,protein_coding
ENSG00000108960.11,Module 2,ENSG00000108960,MMD,protein_coding
ENSG00000151116.19,Module 2,ENSG00000151116,UEVLD,protein_coding
ENSG00000186472.22,Module 4,ENSG00000186472,PCLO,protein_coding
ENSG00000256128.8,Module 2,ENSG00000256128,LINC00944,lncRNA
ENSG00000116251.13,Module 3,ENSG00000116251,RPL22,protein_coding
ENSG00000197471.14,Module 2,ENSG00000197471,SPN,protein_coding
ENSG00000101665.12,Module 2,ENSG00000101665,SMAD7,protein_coding
ENSG00000158457.8,Module 4,ENSG00000158457,TSPAN33,protein_coding
ENSG00000117586.14,Module 2,ENSG00000117586,TNFSF4,protein_coding
ENSG00000187688.16,Module 1,ENSG00000187688,TRPV2,protein_coding
ENSG00000160305.21,Module 3,ENSG00000160305,DIP2A,protein_coding
ENSG00000169427.9,Module 4,ENSG00000169427,KCNK9,protein_coding
ENSG00000057657.19,Module 1,ENSG00000057657,PRDM1,protein_coding
ENSG00000163191.8,Module 1,ENSG00000163191,S100A11,protein_coding
ENSG00000140284.13,Module 1,ENSG00000140284,SLC27A2,protein_coding
ENSG00000154760.16,Module 1,ENSG00000154760,SLFN13,protein_coding
ENSG00000100116.19,Module 1,ENSG00000100116,GCAT,protein_coding
ENSG00000214107.11,Module 2,ENSG00000214107,MAGEB1,protein_coding
ENSG00000159674.14,Module 3,ENSG00000159674,SPON2,protein_coding
ENSG00000115306.19,Module 3,ENSG00000115306,SPTBN1,protein_coding
ENSG00000110057.11,Module 1,ENSG00000110057,UNC93B1,protein_coding
ENSG00000186615.13,Module 4,ENSG00000186615,KTN1-AS1,lncRNA
ENSG00000152784.18,Module 2,ENSG00000152784,PRDM8,protein_coding
ENSG00000226688.10,Module 3,ENSG00000226688,ENTPD1-AS1,lncRNA
ENSG00000167508.14,Module 4,ENSG00000167508,MVD,protein_coding
ENSG00000008869.14,Module 4,ENSG00000008869,HEATR5B,protein_coding
ENSG00000100600.17,Module 3,ENSG00000100600,LGMN,protein_coding
ENSG00000205045.14,Module 1,ENSG00000205045,SLFN12L,protein_coding
ENSG00000116977.21,Module 1,ENSG00000116977,LGALS8,protein_coding
ENSG00000140368.15,Module 2,ENSG00000140368,PSTPIP1,protein_coding
ENSG00000153551.16,Module 3,ENSG00000153551,CMTM7,protein_coding
ENSG00000132821.14,Module 4,ENSG00000132821,VSTM2L,protein_coding
ENSG00000167972.16,Module 2,ENSG00000167972,ABCA3,protein_coding
ENSG00000120868.17,Module 2,ENSG00000120868,APAF1,protein_coding
ENSG00000182287.17,Module 5,ENSG00000182287,AP1S2,protein_coding
ENSG00000133059.20,Module 1,ENSG00000133059,DSTYK,protein_coding
ENSG00000104833.13,Module 3,ENSG00000104833,TUBB4A,protein_coding
ENSG00000074416.18,Module 4,ENSG00000074416,MGLL,protein_coding
ENSG00000078237.9,Module 2,ENSG00000078237,TIGAR,protein_coding
ENSG00000156958.17,Module 2,ENSG00000156958,GALK2,protein_coding
ENSG00000128000.19,Module 3,ENSG00000128000,ZNF780B,protein_coding
ENSG00000116667.17,Module 1,ENSG00000116667,C1orf21,protein_coding
ENSG00000131873.9,Module 1,ENSG00000131873,CHSY1,protein_coding
ENSG00000012174.14,Module 2,ENSG00000012174,MBTPS2,protein_coding
ENSG00000160712.15,Module 4,ENSG00000160712,IL6R,protein_coding
ENSG00000124074.14,Module 3,ENSG00000124074,ENKD1,protein_coding
ENSG00000166548.18,Module 2,ENSG00000166548,TK2,protein_coding
ENSG00000186792.19,Module 2,ENSG00000186792,HYAL3,protein_coding
ENSG00000005059.18,Module 4,ENSG00000005059,MCUB,protein_coding
ENSG00000171298.17,Module 2,ENSG00000171298,GAA,protein_coding
ENSG00000233913.7,Module 4,ENSG00000233913,RPL10P9,processed_pseudogene
ENSG00000160183.19,Module 2,ENSG00000160183,TMPRSS3,protein_coding
ENSG00000144407.11,Module 2,ENSG00000144407,PTH2R,protein_coding
ENSG00000047365.15,Module 3,ENSG00000047365,ARAP2,protein_coding
ENSG00000101746.18,Module 4,ENSG00000101746,NOL4,protein_coding
ENSG00000166900.19,Module 2,ENSG00000166900,STX3,protein_coding
ENSG00000106799.17,Module 1,ENSG00000106799,TGFBR1,protein_coding
ENSG00000107816.19,Module 1,ENSG00000107816,LZTS2,protein_coding
ENSG00000025156.15,Module 3,ENSG00000025156,HSF2,protein_coding
ENSG00000182534.15,Module 3,ENSG00000182534,MXRA7,protein_coding
ENSG00000101160.17,Module 6,ENSG00000101160,CTSZ,protein_coding
ENSG00000179981.12,Module 3,ENSG00000179981,TSHZ1,protein_coding
ENSG00000093072.21,Module 5,ENSG00000093072,ADA2,protein_coding
ENSG00000185697.19,Module 5,ENSG00000185697,MYBL1,protein_coding
ENSG00000055163.23,Module 2,ENSG00000055163,CYFIP2,protein_coding
ENSG00000169884.15,Module 2,ENSG00000169884,WNT10B,protein_coding
ENSG00000168356.14,Module 2,ENSG00000168356,SCN11A,protein_coding
ENSG00000132256.22,Module 3,ENSG00000132256,TRIM5,protein_coding
ENSG00000183317.19,Module 1,ENSG00000183317,EPHA10,protein_coding
ENSG00000144306.17,Module 3,ENSG00000144306,SCRN3,protein_coding
ENSG00000197971.17,Module 2,ENSG00000197971,MBP,protein_coding
ENSG00000073150.15,Module 6,ENSG00000073150,PANX2,protein_coding
ENSG00000136147.20,Module 1,ENSG00000136147,PHF11,protein_coding
ENSG00000100592.17,Module 4,ENSG00000100592,DAAM1,protein_coding
ENSG00000042832.13,Module 4,ENSG00000042832,TG,protein_coding
ENSG00000139737.24,Module 3,ENSG00000139737,SLAIN1,protein_coding
ENSG00000126821.10,Module 2,ENSG00000126821,SGPP1,protein_coding
ENSG00000131773.16,Module 4,ENSG00000131773,KHDRBS3,protein_coding
ENSG00000164620.11,Module 5,ENSG00000164620,RELL2,protein_coding
ENSG00000213015.11,Module 2,ENSG00000213015,ZNF580,protein_coding
ENSG00000159618.18,Module 3,ENSG00000159618,ADGRG5,protein_coding
ENSG00000099999.17,Module 1,ENSG00000099999,RNF215,protein_coding
ENSG00000178531.7,Module 3,ENSG00000178531,CTXN1,protein_coding
ENSG00000131697.20,Module 3,ENSG00000131697,NPHP4,protein_coding
ENSG00000171791.15,Module 1,ENSG00000171791,BCL2,protein_coding
ENSG00000144642.24,Module 1,ENSG00000144642,RBMS3,protein_coding
ENSG00000150347.18,Module 2,ENSG00000150347,ARID5B,protein_coding
ENSG00000170776.24,Module 2,ENSG00000170776,AKAP13,protein_coding
ENSG00000215424.11,Module 4,ENSG00000215424,MCM3AP-AS1,lncRNA
ENSG00000204308.10,Module 3,ENSG00000204308,RNF5,protein_coding
ENSG00000133816.22,Module 2,ENSG00000133816,MICAL2,protein_coding
ENSG00000186827.13,Module 2,ENSG00000186827,TNFRSF4,protein_coding
ENSG00000119729.14,Module 1,ENSG00000119729,RHOQ,protein_coding
ENSG00000099204.24,Module 1,ENSG00000099204,ABLIM1,protein_coding
ENSG00000132170.26,Module 1,ENSG00000132170,PPARG,protein_coding
ENSG00000089558.10,Module 2,ENSG00000089558,KCNH4,protein_coding
ENSG00000233834.8,Module 5,ENSG00000233834,GIRGL,lncRNA
ENSG00000205726.17,Module 2,ENSG00000205726,ITSN1,protein_coding
ENSG00000069667.17,Module 4,ENSG00000069667,RORA,protein_coding
ENSG00000147650.13,Module 6,ENSG00000147650,LRP12,protein_coding
ENSG00000175701.12,Module 2,ENSG00000175701,MTLN,protein_coding
ENSG00000027869.15,Module 2,ENSG00000027869,SH2D2A,protein_coding
ENSG00000080546.16,Module 5,ENSG00000080546,SESN1,protein_coding
ENSG00000144711.18,Module 2,ENSG00000144711,IQSEC1,protein_coding
ENSG00000166963.14,Module 2,ENSG00000166963,MAP1A,protein_coding
ENSG00000116574.7,Module 1,ENSG00000116574,RHOU,protein_coding
ENSG00000170542.9,Module 6,ENSG00000170542,SERPINB9,protein_coding
ENSG00000068383.21,Module 5,ENSG00000068383,INPP5A,protein_coding
ENSG00000167984.20,Module 2,ENSG00000167984,NLRC3,protein_coding
ENSG00000111670.18,Module 1,ENSG00000111670,GNPTAB,protein_coding
ENSG00000197635.13,Module 2,ENSG00000197635,DPP4,protein_coding
ENSG00000156162.18,Module 3,ENSG00000156162,DPY19L4,protein_coding
ENSG00000141068.18,Module 4,ENSG00000141068,KSR1,protein_coding
ENSG00000063660.11,Module 2,ENSG00000063660,GPC1,protein_coding
ENSG00000237187.10,Module 4,ENSG00000237187,NR2F1-AS1,lncRNA
ENSG00000141696.15,Module 1,ENSG00000141696,P3H4,protein_coding
ENSG00000092978.13,Module 4,ENSG00000092978,GPATCH2,protein_coding
ENSG00000104490.19,Module 6,ENSG00000104490,NCALD,protein_coding
ENSG00000197308.10,Module 2,ENSG00000197308,GATA3-AS1,lncRNA
ENSG00000134317.19,Module 3,ENSG00000134317,GRHL1,protein_coding
ENSG00000127124.16,Module 1,ENSG00000127124,HIVEP3,protein_coding
ENSG00000072071.19,Module 1,ENSG00000072071,ADGRL1,protein_coding
ENSG00000125735.14,Module 3,ENSG00000125735,TNFSF14,protein_coding
ENSG00000238121.9,Module 5,ENSG00000238121,LINC00426,lncRNA
ENSG00000263528.10,Module 2,ENSG00000263528,IKBKE,protein_coding
ENSG00000149582.18,Module 3,ENSG00000149582,TMEM25,protein_coding
ENSG00000079215.17,Module 4,ENSG00000079215,SLC1A3,protein_coding
ENSG00000155858.7,Module 2,ENSG00000155858,LSM11,protein_coding
ENSG00000141524.21,Module 2,ENSG00000141524,TMC6,protein_coding
ENSG00000128203.9,Module 1,ENSG00000128203,ASPHD2,protein_coding
ENSG00000128596.19,Module 2,ENSG00000128596,CCDC136,protein_coding
ENSG00000260027.6,Module 1,ENSG00000260027,HOXB7,protein_coding
ENSG00000172687.16,Module 2,ENSG00000172687,ZNF738,protein_coding
ENSG00000170006.15,Module 5,ENSG00000170006,TMEM154,protein_coding
ENSG00000161267.14,Module 2,ENSG00000161267,BDH1,protein_coding
ENSG00000107742.16,Module 5,ENSG00000107742,SPOCK2,protein_coding
ENSG00000154240.20,Module 4,ENSG00000154240,CEP112,protein_coding
ENSG00000159216.22,Module 1,ENSG00000159216,RUNX1,protein_coding
ENSG00000178607.18,Module 2,ENSG00000178607,ERN1,protein_coding
ENSG00000160284.17,Module 6,ENSG00000160284,SPATC1L,protein_coding
ENSG00000068885.17,Module 3,ENSG00000068885,IFT80,protein_coding
ENSG00000187049.13,Module 1,ENSG00000187049,TMEM216,protein_coding
ENSG00000120949.16,Module 4,ENSG00000120949,TNFRSF8,protein_coding
ENSG00000188687.19,Module 2,ENSG00000188687,SLC4A5,protein_coding
ENSG00000223865.14,Module 1,ENSG00000223865,HLA-DPB1,protein_coding
ENSG00000150054.21,Module 4,ENSG00000150054,MPP7,protein_coding
ENSG00000152556.19,Module 3,ENSG00000152556,PFKM,protein_coding
ENSG00000070081.20,Module 1,ENSG00000070081,NUCB2,protein_coding
ENSG00000239880.1,Module 2,ENSG00000239880,RALBP1P1,processed_pseudogene
ENSG00000165078.15,Module 4,ENSG00000165078,CPA6,protein_coding
ENSG00000177425.13,Module 1,ENSG00000177425,PAWR,protein_coding
ENSG00000169629.13,Module 2,ENSG00000169629,RGPD8,protein_coding
ENSG00000168952.18,Module 2,ENSG00000168952,STXBP6,protein_coding
ENSG00000078589.15,Module 2,ENSG00000078589,P2RY10,protein_coding
ENSG00000138604.12,Module 1,ENSG00000138604,GLCE,protein_coding
ENSG00000169193.14,Module 4,ENSG00000169193,CCDC126,protein_coding
ENSG00000170525.23,Module 1,ENSG00000170525,PFKFB3,protein_coding
ENSG00000157077.18,Module 3,ENSG00000157077,ZFYVE9,protein_coding
ENSG00000136305.14,Module 1,ENSG00000136305,CIDEB,protein_coding
ENSG00000171132.16,Module 2,ENSG00000171132,PRKCE,protein_coding
ENSG00000187210.16,Module 2,ENSG00000187210,GCNT1,protein_coding
ENSG00000162542.16,Module 2,ENSG00000162542,TMCO4,protein_coding
ENSG00000006459.13,Module 2,ENSG00000006459,KDM7A,protein_coding
ENSG00000153208.21,Module 4,ENSG00000153208,MERTK,protein_coding
ENSG00000197565.19,Module 4,ENSG00000197565,COL4A6,protein_coding
ENSG00000117461.17,Module 3,ENSG00000117461,PIK3R3,protein_coding
ENSG00000188522.18,Module 2,ENSG00000188522,FAM83G,protein_coding
ENSG00000091073.22,Module 2,ENSG00000091073,DTX2,protein_coding
ENSG00000145365.14,Module 4,ENSG00000145365,TIFA,protein_coding
ENSG00000141013.19,Module 1,ENSG00000141013,DRC4,protein_coding
ENSG00000185650.12,Module 3,ENSG00000185650,ZFP36L1,protein_coding
ENSG00000070087.17,Module 1,ENSG00000070087,PFN2,protein_coding
ENSG00000178764.10,Module 1,ENSG00000178764,ZHX2,protein_coding
ENSG00000188263.11,Module 2,ENSG00000188263,IL17REL,protein_coding
ENSG00000175793.12,Module 2,ENSG00000175793,SFN,protein_coding
ENSG00000285280.3,Module 2,ENSG00000285280,RGS2-AS1,lncRNA
ENSG00000169116.13,Module 4,ENSG00000169116,PARM1,protein_coding
ENSG00000187601.5,Module 2,ENSG00000187601,MAGEH1,protein_coding
ENSG00000157514.20,Module 5,ENSG00000157514,TSC22D3,protein_coding
ENSG00000113758.16,Module 3,ENSG00000113758,DBN1,protein_coding
ENSG00000114107.11,Module 1,ENSG00000114107,CEP70,protein_coding
ENSG00000069974.19,Module 1,ENSG00000069974,RAB27A,protein_coding
ENSG00000290437.2,Module 4,ENSG00000290437,ENSG00000290437,lncRNA
ENSG00000159788.22,Module 2,ENSG00000159788,RGS12,protein_coding
ENSG00000134343.15,Module 2,ENSG00000134343,ANO3,protein_coding
ENSG00000291174.2,Module 4,ENSG00000291174,FAUP4,lncRNA
ENSG00000166435.18,Module 2,ENSG00000166435,XRRA1,protein_coding
ENSG00000160185.16,Module 2,ENSG00000160185,UBASH3A,protein_coding
ENSG00000124782.23,Module 3,ENSG00000124782,RREB1,protein_coding
ENSG00000221968.11,Module 2,ENSG00000221968,FADS3,protein_coding
ENSG00000168685.17,Module 2,ENSG00000168685,IL7R,protein_coding
ENSG00000187231.16,Module 4,ENSG00000187231,SESTD1,protein_coding
ENSG00000028137.21,Module 3,ENSG00000028137,TNFRSF1B,protein_coding
ENSG00000148450.15,Module 2,ENSG00000148450,MSRB2,protein_coding
ENSG00000150637.11,Module 4,ENSG00000150637,CD226,protein_coding
ENSG00000140564.15,Module 2,ENSG00000140564,FURIN,protein_coding
ENSG00000113196.5,Module 4,ENSG00000113196,HAND1,protein_coding
ENSG00000189058.11,Module 4,ENSG00000189058,APOD,protein_coding
ENSG00000213058.3,Module 2,ENSG00000213058,ENSG00000213058,processed_pseudogene
ENSG00000081177.21,Module 2,ENSG00000081177,EXD2,protein_coding
ENSG00000135622.16,Module 1,ENSG00000135622,SEMA4F,protein_coding
ENSG00000138658.19,Module 3,ENSG00000138658,ZGRF1,protein_coding
ENSG00000003436.18,Module 1,ENSG00000003436,TFPI,protein_coding
ENSG00000133739.18,Module 3,ENSG00000133739,LRRCC1,protein_coding
ENSG00000164037.19,Module 4,ENSG00000164037,SLC9B1,protein_coding
ENSG00000168811.9,Module 6,ENSG00000168811,IL12A,protein_coding
ENSG00000215375.9,Module 2,ENSG00000215375,MYL5,protein_coding
ENSG00000069020.20,Module 2,ENSG00000069020,MAST4,protein_coding
ENSG00000171843.18,Module 4,ENSG00000171843,MLLT3,protein_coding
ENSG00000128567.19,Module 1,ENSG00000128567,PODXL,protein_coding
ENSG00000173852.18,Module 3,ENSG00000173852,DPY19L1,protein_coding
ENSG00000136541.17,Module 2,ENSG00000136541,ERMN,protein_coding
ENSG00000215440.14,Module 2,ENSG00000215440,NPEPL1,protein_coding
ENSG00000123739.13,Module 5,ENSG00000123739,PLA2G12A,protein_coding
ENSG00000188026.15,Module 2,ENSG00000188026,RILPL1,protein_coding
ENSG00000074706.16,Module 2,ENSG00000074706,IPCEF1,protein_coding
ENSG00000139278.11,Module 3,ENSG00000139278,GLIPR1,protein_coding
ENSG00000073712.17,Module 2,ENSG00000073712,FERMT2,protein_coding
ENSG00000173114.15,Module 2,ENSG00000173114,LRRN3,protein_coding
