Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000237126,6,11,9,12,12,5,8,3
ENSG00000237127,0,0,0,0,0,0,0,0
ENSG00000237128,0,0,0,0,0,0,0,0
ENSG00000237129,0,0,0,0,0,1,0,0
ENSG00000237130,0,0,0,0,0,0,0,0
ENSG00000237131,0,1,0,1,0,0,0,0
ENSG00000237133,8,12,19,14,18,21,21,24
ENSG00000237135,12,34,71,53,72,37,21,34
ENSG00000237136,0,0,0,1,0,0,0,0
ENSG00000237137,0,0,0,0,0,0,0,0
ENSG00000237138,0,0,0,0,0,0,0,0
ENSG00000237139,0,0,0,3,4,0,2,1
ENSG00000237140,0,0,0,0,0,0,0,0
ENSG00000237141,0,0,0,0,0,0,0,0
ENSG00000237145,0,0,0,0,0,0,0,0
ENSG00000237148,0,0,0,0,0,0,0,0
ENSG00000237149,0,0,0,0,0,1,1,0
ENSG00000237152,2,4,12,14,15,6,12,12
ENSG00000237153,0,0,0,0,0,0,0,0
ENSG00000237154,3,2,3,8,4,0,2,3
ENSG00000237155,0,0,0,0,0,0,0,0
ENSG00000237156,0,0,0,0,0,0,0,0
ENSG00000237158,0,0,0,0,0,0,0,0
ENSG00000237159,0,0,0,0,0,0,0,0
ENSG00000237160,0,0,0,0,0,0,0,0
ENSG00000237161,2,16,13,5,26,1,4,10
ENSG00000237162,6,10,29,27,20,24,10,25
ENSG00000237163,0,0,0,0,0,0,0,0
ENSG00000237164,0,0,0,0,0,0,0,0
ENSG00000237165,0,0,0,0,0,0,0,0
ENSG00000237166,2,0,0,0,0,1,0,0
ENSG00000237167,0,0,0,0,0,0,0,0
ENSG00000237169,3,5,7,3,3,3,3,2
ENSG00000237170,1,0,0,0,0,0,0,0
ENSG00000237171,0,0,0,0,0,0,0,0
ENSG00000237172,88,69,87,74,50,71,128,80
ENSG00000237173,0,0,0,0,0,0,0,0
ENSG00000237174,0,0,3,3,2,2,4,2
ENSG00000237175,0,0,0,0,0,0,0,0
ENSG00000237176,1,3,8,4,3,3,5,0
ENSG00000237178,0,0,0,0,0,0,0,0
ENSG00000237179,0,0,0,0,0,0,0,0
ENSG00000237180,0,0,0,0,0,0,0,0
ENSG00000237181,23,48,59,80,51,87,67,54
ENSG00000237182,0,0,0,0,0,0,0,0
ENSG00000237183,0,0,0,0,0,0,0,0
ENSG00000237185,0,0,0,0,0,0,0,0
ENSG00000237186,0,3,1,0,1,1,0,0
ENSG00000237187,0,2,7,1,0,0,0,1
ENSG00000237188,26,100,108,136,159,141,111,92
ENSG00000237189,0,0,0,0,0,0,0,0
ENSG00000237190,348,384,371,544,215,412,413,363
ENSG00000237192,0,0,0,0,0,0,0,0
ENSG00000237193,0,0,0,0,0,0,0,0
ENSG00000237194,0,0,0,0,0,0,0,0
ENSG00000237195,0,0,0,0,0,0,0,0
ENSG00000237196,0,0,0,0,0,0,0,0
ENSG00000237197,0,0,0,0,0,0,0,0
ENSG00000237200,23,80,93,115,65,66,73,70
ENSG00000237202,0,0,0,0,0,0,0,0
ENSG00000237205,0,0,0,0,0,0,0,0
ENSG00000237206,0,0,0,0,0,0,0,0
ENSG00000237207,0,0,0,0,0,0,0,0
ENSG00000237208,0,2,2,0,2,1,0,0
ENSG00000237210,0,0,0,0,0,0,0,0
ENSG00000237211,0,0,0,0,0,0,0,0
ENSG00000237212,2,6,2,5,15,4,3,3
ENSG00000237213,0,0,0,0,0,0,0,0
ENSG00000237214,12,15,34,19,14,23,31,30
ENSG00000237215,0,0,0,0,0,0,0,0
ENSG00000237216,0,0,0,0,0,0,0,0
ENSG00000237217,0,0,1,0,0,0,0,1
ENSG00000237218,0,0,0,0,0,0,0,0
ENSG00000237220,0,0,0,0,0,0,0,0
ENSG00000237221,0,0,0,0,0,0,0,0
ENSG00000237222,2,2,2,2,1,1,0,0
ENSG00000237223,3,0,0,0,0,1,0,0
ENSG00000237224,0,3,3,7,5,5,4,0
ENSG00000237225,0,0,0,0,0,0,0,0
ENSG00000237226,0,0,0,2,1,1,0,0
ENSG00000237227,0,0,0,0,0,0,0,0
ENSG00000237230,0,0,0,0,0,0,0,0
ENSG00000237232,6,1,3,0,0,3,1,3
ENSG00000237233,0,0,0,0,0,0,0,0
ENSG00000237234,0,0,0,0,0,0,0,0
ENSG00000237235,0,0,0,0,0,0,0,0
ENSG00000237236,0,0,0,0,0,0,0,0
ENSG00000237238,3,12,2,9,12,9,0,25
ENSG00000237242,0,0,0,0,0,0,0,0
ENSG00000237243,0,0,0,0,0,0,0,0
ENSG00000237247,0,0,0,0,0,0,0,0
ENSG00000237248,88,63,85,281,178,362,110,78
ENSG00000237249,6,30,35,19,48,12,7,16
ENSG00000237250,0,0,0,0,0,0,0,0
ENSG00000237251,0,2,1,1,1,0,0,0
ENSG00000237252,0,3,0,0,1,0,0,1
ENSG00000237254,91,157,213,116,140,326,159,131
ENSG00000237256,0,0,0,0,0,0,0,0
ENSG00000237257,0,0,0,0,0,0,0,0
ENSG00000237258,0,0,0,0,0,0,0,0
ENSG00000237259,0,0,0,0,0,0,0,0
ENSG00000237260,5,1,3,3,3,5,4,2
ENSG00000237261,10,8,9,15,13,17,12,6
ENSG00000237262,0,0,0,0,0,1,1,3
ENSG00000237263,0,0,0,0,0,0,0,0
ENSG00000237264,0,0,0,2,0,0,0,0
ENSG00000237265,0,0,0,0,0,0,1,0
ENSG00000237266,0,0,0,0,0,0,0,0
ENSG00000237267,0,0,0,0,0,0,0,0
ENSG00000237268,0,0,0,0,0,0,0,0
ENSG00000237269,0,0,0,0,0,0,0,0
ENSG00000237271,0,0,0,0,0,0,0,0
ENSG00000237272,0,0,2,3,2,1,0,0
ENSG00000237273,0,3,2,0,1,3,1,0
ENSG00000237274,0,0,0,0,0,0,0,0
ENSG00000237275,0,0,0,0,0,0,0,0
ENSG00000237276,3,12,14,11,14,15,11,10
ENSG00000237278,1,0,0,0,0,0,0,0
ENSG00000237279,2,0,0,0,0,0,0,0
ENSG00000237280,17,71,75,75,65,38,39,65
ENSG00000237281,0,1,0,0,1,1,0,0
ENSG00000237282,0,0,0,0,1,0,0,0
ENSG00000237283,0,0,0,0,0,0,0,0
ENSG00000237284,0,0,0,0,0,0,0,0
ENSG00000237285,1,0,0,2,3,0,0,0
ENSG00000237286,26,2,7,0,0,1,0,2
ENSG00000237289,0,0,0,0,0,0,0,0
ENSG00000237290,0,0,0,0,0,0,0,0
ENSG00000237292,0,1,0,2,1,0,2,1
ENSG00000237293,0,0,0,0,0,0,0,0
ENSG00000237294,1,0,0,0,0,0,0,0
ENSG00000237295,0,0,0,0,0,0,0,0
ENSG00000237296,298,959,1116,1363,1470,1214,716,955
ENSG00000237297,0,0,0,0,0,0,0,0
ENSG00000237298,1266,3177,4805,5175,3585,5169,2584,3759
ENSG00000237299,0,0,0,0,0,0,0,0
ENSG00000237300,2,6,3,7,10,6,3,3
ENSG00000237301,7,23,23,31,22,29,18,21
ENSG00000237302,0,0,0,0,0,0,0,0
ENSG00000237303,0,3,0,4,5,1,2,2
ENSG00000237306,0,0,0,0,0,0,0,0
ENSG00000237307,0,0,0,0,0,0,0,0
ENSG00000237308,0,0,0,0,0,0,0,0
ENSG00000237309,0,0,0,0,0,0,0,0
ENSG00000237310,73,64,64,110,46,76,60,39
ENSG00000237311,0,0,0,0,0,0,2,0
ENSG00000237312,0,0,0,0,0,0,0,0
ENSG00000237313,0,0,0,0,0,0,0,0
ENSG00000237314,0,0,0,0,1,1,0,0
ENSG00000237316,0,0,0,0,0,0,0,0
ENSG00000237317,0,0,0,0,0,0,0,0
ENSG00000237319,0,0,0,0,0,0,0,0
ENSG00000237320,0,0,0,0,0,0,0,0
ENSG00000237321,0,1,0,1,1,0,0,0
ENSG00000237322,0,0,0,0,0,0,0,0
ENSG00000237323,0,0,0,0,0,0,0,0
ENSG00000237324,0,0,0,0,0,0,0,0
ENSG00000237325,0,0,0,0,0,0,0,0
ENSG00000237326,0,0,0,0,0,0,0,0
ENSG00000237327,0,0,0,0,0,0,0,0
ENSG00000237328,0,0,0,0,0,0,2,0
ENSG00000237329,1,0,0,0,0,0,0,0
ENSG00000237330,1,0,2,0,2,1,1,0
ENSG00000237331,0,0,0,0,0,0,0,0
ENSG00000237333,0,0,0,0,0,0,0,0
ENSG00000237334,0,0,0,0,0,0,0,0
ENSG00000237335,0,0,0,0,0,0,0,0
ENSG00000237336,0,0,0,0,0,0,0,0
ENSG00000237337,0,0,0,0,0,0,0,0
ENSG00000237338,0,0,0,0,0,0,0,0
ENSG00000237339,15,14,23,21,27,14,13,18
ENSG00000237341,4,4,8,4,7,4,5,3
ENSG00000237342,0,0,0,0,0,0,0,0
ENSG00000237343,43,56,86,104,49,79,46,54
ENSG00000237344,0,0,0,0,0,0,0,0
ENSG00000237345,0,0,0,0,0,0,0,0
ENSG00000237346,0,0,0,1,0,0,0,0
ENSG00000237347,2,0,0,0,0,0,0,0
ENSG00000237348,0,0,0,0,0,0,0,0
ENSG00000237349,0,3,7,1,1,0,3,1
ENSG00000237350,6,12,11,9,5,18,11,12
ENSG00000237351,1,0,0,0,1,0,0,0
ENSG00000237352,0,1,0,0,3,2,2,2
ENSG00000237353,0,0,1,0,1,2,0,1
ENSG00000237354,0,0,0,0,0,0,0,0
ENSG00000237356,25,47,57,61,63,44,31,38
ENSG00000237357,5,8,13,3,4,1,0,6
ENSG00000237358,0,0,0,0,0,0,0,0
ENSG00000237359,60,89,56,72,45,41,55,50
ENSG00000237360,0,4,1,1,2,0,0,0
ENSG00000237361,0,0,0,2,1,0,0,1
ENSG00000237363,0,0,0,0,0,0,0,0
ENSG00000237365,0,0,0,0,0,0,0,0
ENSG00000237366,0,0,0,0,0,0,0,0
ENSG00000237369,0,0,0,0,0,0,0,0
ENSG00000237370,0,0,1,0,0,2,0,0
ENSG00000237371,1,1,9,1,10,3,3,3
ENSG00000237372,3,1,0,0,1,0,0,0
ENSG00000237373,16,67,76,92,79,48,46,45
ENSG00000237374,0,0,0,0,0,0,0,0
ENSG00000237377,0,0,0,0,0,0,0,0
ENSG00000237378,0,0,0,0,0,0,0,0
ENSG00000237379,0,0,0,0,0,0,0,0
ENSG00000237380,0,0,0,0,0,0,0,0
ENSG00000237381,0,0,0,0,0,0,0,0
ENSG00000237382,0,0,0,0,0,0,0,0
ENSG00000237383,0,0,0,0,0,0,0,0
ENSG00000237385,3,1,9,17,0,7,4,3
ENSG00000237387,0,0,0,0,0,0,0,0
ENSG00000237388,0,0,0,2,0,0,1,1
ENSG00000237389,0,0,1,0,1,0,1,1
ENSG00000237390,14,22,26,26,45,22,16,17
ENSG00000237395,0,0,0,0,0,0,0,0
ENSG00000237396,0,0,0,0,0,0,0,0
ENSG00000237398,0,0,0,0,0,0,0,0
ENSG00000237399,31,49,56,58,52,51,75,45
ENSG00000237400,0,0,0,0,0,0,0,0
ENSG00000237401,0,0,0,0,0,0,0,0
ENSG00000237402,1,0,0,1,0,0,2,1
ENSG00000237403,0,0,0,0,0,0,0,0
ENSG00000237404,0,0,0,0,0,0,0,0
ENSG00000237405,0,0,0,0,0,0,0,0
ENSG00000237406,3,6,4,2,7,1,0,0
ENSG00000237407,0,0,0,0,0,0,0,0
ENSG00000237408,0,0,0,0,0,0,0,0
ENSG00000237409,0,0,0,0,0,0,0,0
ENSG00000237410,0,0,0,0,0,0,0,0
ENSG00000237412,0,0,0,0,0,0,0,0
ENSG00000237413,5,26,39,30,45,24,22,32
ENSG00000237414,34,130,216,232,251,157,137,170
ENSG00000237415,0,0,3,2,4,1,3,2
ENSG00000237416,0,0,0,0,0,0,0,0
ENSG00000237417,0,0,0,0,0,0,0,0
ENSG00000237418,1,1,5,10,6,6,5,9
ENSG00000237419,0,0,0,0,0,0,0,0
ENSG00000237421,0,0,0,0,0,0,0,0
ENSG00000237422,1,1,2,5,5,3,3,1
ENSG00000237423,0,0,0,0,0,0,0,0
ENSG00000237424,11,18,13,20,25,29,21,13
ENSG00000237425,0,0,0,0,0,0,0,0
ENSG00000237426,3,13,17,19,16,7,14,19
ENSG00000237427,0,0,0,0,0,0,0,0
ENSG00000237428,1,0,0,0,0,0,0,0
ENSG00000237429,33,43,67,106,43,69,70,58
ENSG00000237432,0,0,0,0,0,0,0,0
ENSG00000237433,1,0,2,5,1,0,2,3
ENSG00000237434,0,0,0,0,1,0,3,0
ENSG00000237435,0,0,0,0,0,0,0,0
ENSG00000237436,7,17,15,11,7,16,17,5
ENSG00000237437,0,0,0,0,0,0,0,0
ENSG00000237438,62,176,150,332,173,257,161,80
ENSG00000237439,0,0,0,0,0,0,0,0
ENSG00000237440,833,2094,2259,2707,1325,2495,1900,2047
ENSG00000237441,734,1678,1984,2094,1091,2215,2164,2064
ENSG00000237442,0,0,0,0,0,0,0,0
ENSG00000237443,0,0,0,0,0,0,0,0
ENSG00000237444,0,0,0,0,0,0,0,0
ENSG00000237445,0,0,0,0,0,0,0,0
ENSG00000237446,0,0,0,0,0,0,0,0
ENSG00000237447,0,0,0,0,0,0,0,0
ENSG00000237448,0,0,0,0,0,0,0,0
ENSG00000237449,0,0,0,0,0,0,0,0
ENSG00000237450,0,0,0,0,0,0,0,0
ENSG00000237451,0,0,1,1,0,1,2,1
ENSG00000237452,0,0,0,0,0,0,0,0
ENSG00000237453,0,0,1,0,0,0,0,0
ENSG00000237455,0,0,0,0,0,0,0,0
ENSG00000237456,0,0,0,0,0,0,0,0
ENSG00000237457,0,0,0,0,0,0,0,0
ENSG00000237458,0,0,0,0,0,0,0,0
ENSG00000237459,0,0,0,0,0,0,0,0
ENSG00000237460,0,0,0,0,0,0,0,0
ENSG00000237461,0,4,2,6,5,2,4,3
ENSG00000237462,0,0,0,0,0,0,0,0
ENSG00000237463,1,0,0,0,0,0,0,0
ENSG00000237464,0,0,0,0,0,0,0,0
ENSG00000237466,0,0,0,0,0,0,0,0
ENSG00000237467,0,0,0,0,0,0,0,0
ENSG00000237468,0,0,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0,0,0
ENSG00000237470,0,0,0,0,0,2,2,2
ENSG00000237471,18,49,65,149,67,120,114,104
ENSG00000237472,0,0,0,0,0,0,0,0
ENSG00000237473,1,0,0,0,0,0,0,0
ENSG00000237475,0,0,0,0,0,0,0,0
ENSG00000237476,0,0,1,0,0,1,0,0
ENSG00000237477,0,0,0,0,0,0,0,0
ENSG00000237478,0,0,0,0,0,0,0,0
ENSG00000237479,0,0,0,0,0,0,0,0
ENSG00000237480,0,0,0,0,0,0,0,0
ENSG00000237481,8,30,61,50,70,50,25,38
ENSG00000237482,0,0,0,0,0,0,0,0
ENSG00000237483,0,0,0,0,0,0,0,0
ENSG00000237484,120,601,784,905,1033,698,570,655
ENSG00000237485,11,24,18,48,30,23,27,30
ENSG00000237487,0,0,1,0,0,0,0,0
ENSG00000237489,85,163,157,146,104,157,113,98
ENSG00000237490,0,0,0,0,0,0,0,0
ENSG00000237491,72,243,237,261,421,285,223,247
ENSG00000237492,2,6,7,3,21,1,8,9
ENSG00000237493,0,0,3,0,0,1,0,0
ENSG00000237494,0,0,0,0,0,0,0,0
ENSG00000237495,0,0,0,0,0,0,0,0
ENSG00000237498,0,0,0,0,0,0,0,0
ENSG00000237499,840,1243,1193,2281,1379,1790,1404,935
ENSG00000237500,0,0,0,0,0,0,0,0
ENSG00000237501,0,0,0,0,0,0,0,0
ENSG00000237503,0,0,0,0,0,0,0,0
ENSG00000237505,2,1,3,4,0,1,2,0
ENSG00000237506,16,50,41,38,20,79,57,57
ENSG00000237508,0,0,0,0,0,0,0,0
ENSG00000237510,0,3,0,10,0,1,1,0
ENSG00000237512,0,0,0,0,0,0,0,0
ENSG00000237513,113,184,127,180,119,177,158,125
ENSG00000237514,0,0,0,0,0,0,0,0
ENSG00000237515,292,1384,1690,1713,2139,1093,742,740
ENSG00000237517,24,14,30,30,33,26,17,27
ENSG00000237520,0,0,0,0,0,0,0,0
ENSG00000237521,0,0,0,0,0,0,0,0
ENSG00000237522,18,68,94,80,81,94,63,89
ENSG00000237523,1,2,0,0,1,1,0,0
ENSG00000237524,0,0,0,0,0,0,0,0
ENSG00000237525,0,0,0,0,0,0,0,0
ENSG00000237527,0,0,0,0,0,0,0,0
ENSG00000237528,0,0,0,0,0,0,0,1
ENSG00000237529,0,0,0,0,0,0,0,0
ENSG00000237530,0,0,0,0,0,0,0,0
ENSG00000237531,7,1,0,0,4,0,0,5
ENSG00000237532,0,0,0,0,0,0,0,0
ENSG00000237534,0,1,0,0,0,0,0,0
ENSG00000237536,0,0,0,0,0,0,0,0
ENSG00000237539,0,0,0,0,0,1,1,0
ENSG00000237540,0,0,0,0,0,0,0,0
ENSG00000237541,5,5,0,0,22,34,1,6
ENSG00000237542,0,0,0,0,0,0,0,0
ENSG00000237544,0,0,0,0,0,0,0,0
ENSG00000237545,0,0,0,0,0,0,0,0
ENSG00000237546,0,0,0,0,0,0,0,0
ENSG00000237547,0,0,0,0,0,0,1,0
ENSG00000237548,1,8,2,5,10,2,0,6
ENSG00000237549,0,0,0,0,0,0,0,0
ENSG00000237550,12220,8250,8606,17838,3916,11070,20096,16061
ENSG00000237551,0,0,0,0,0,0,0,0
ENSG00000237552,0,0,0,0,0,0,0,0
ENSG00000237553,0,0,0,0,0,0,0,0
ENSG00000237554,0,0,0,0,0,0,0,0
ENSG00000237555,0,0,0,0,0,0,0,0
ENSG00000237556,0,0,0,0,0,0,0,0
ENSG00000237557,0,0,0,0,0,0,0,1
ENSG00000237558,0,0,0,0,0,0,0,0
ENSG00000237559,0,0,0,0,0,0,0,0
ENSG00000237560,0,0,0,1,0,0,0,0
ENSG00000237563,0,0,0,0,0,0,0,0
ENSG00000237565,0,0,0,0,0,0,0,0
ENSG00000237566,0,0,0,0,0,0,0,0
ENSG00000237567,0,0,0,0,0,0,0,0
ENSG00000237568,3,3,3,2,5,0,2,3
ENSG00000237569,0,0,0,0,0,0,0,0
ENSG00000237571,0,0,0,0,0,0,0,0
ENSG00000237572,0,0,0,0,0,0,0,0
ENSG00000237574,2,2,3,11,11,8,1,8
ENSG00000237575,8,3,5,11,8,16,4,5
ENSG00000237576,15,32,68,31,61,51,106,34
ENSG00000237577,0,0,0,0,0,0,0,0
ENSG00000237578,0,0,0,0,0,0,0,0
ENSG00000237579,0,0,0,0,0,0,0,0
ENSG00000237580,0,0,0,0,0,0,0,0
ENSG00000237581,0,0,0,0,0,0,0,0
ENSG00000237582,0,0,0,0,0,0,0,0
ENSG00000237583,0,0,0,0,0,0,0,0
ENSG00000237584,0,0,0,0,0,1,0,0
ENSG00000237585,0,0,1,0,0,0,0,0
ENSG00000237586,0,0,0,0,0,0,0,0
ENSG00000237588,18,27,40,28,58,31,26,26
ENSG00000237589,0,0,0,0,0,0,0,0
ENSG00000237590,0,0,0,0,0,0,0,0
ENSG00000237591,0,0,0,0,0,0,0,0
ENSG00000237592,0,0,0,0,0,0,0,0
ENSG00000237593,0,0,0,0,0,0,0,0
ENSG00000237594,4,0,0,3,0,1,0,1
ENSG00000237595,0,0,0,0,0,0,0,0
ENSG00000237596,2,11,5,19,8,5,5,4
ENSG00000237599,0,0,0,0,0,0,0,0
ENSG00000237601,0,0,0,0,0,0,0,0
ENSG00000237603,2,1,2,4,1,0,1,2
ENSG00000237604,2,2,5,11,29,12,12,5
ENSG00000237605,0,0,0,0,0,1,1,0
ENSG00000237606,0,0,0,0,0,0,0,0
ENSG00000237608,0,0,0,0,0,0,0,0
ENSG00000237609,0,1,1,1,1,0,0,0
ENSG00000237610,0,0,0,0,0,0,0,0
ENSG00000237611,10,18,36,23,31,24,24,22
ENSG00000237612,0,0,0,0,0,0,0,0
ENSG00000237613,0,0,0,0,0,0,0,0
ENSG00000237614,0,0,0,0,0,0,0,0
ENSG00000237616,0,0,0,0,0,0,0,0
ENSG00000237617,0,0,0,0,0,0,0,0
ENSG00000237618,0,0,0,0,0,0,0,0
ENSG00000237619,0,0,0,0,0,0,0,0
ENSG00000237620,0,0,0,0,0,0,0,0
ENSG00000237621,0,0,0,3,2,3,0,2
ENSG00000237622,0,0,0,0,0,0,0,0
ENSG00000237623,0,0,0,0,0,0,1,0
ENSG00000237624,0,0,0,2,0,2,0,0
ENSG00000237626,0,0,1,0,0,0,0,0
ENSG00000237628,0,6,5,13,10,4,2,10
ENSG00000237629,0,0,0,0,0,0,0,0
ENSG00000237630,4,0,0,1,2,5,1,0
ENSG00000237631,10,46,26,37,71,36,31,40
ENSG00000237632,0,0,0,0,1,0,0,1
ENSG00000237633,0,0,0,0,0,0,0,0
ENSG00000237634,0,0,0,0,0,0,0,0
ENSG00000237635,0,0,0,0,0,0,0,0
ENSG00000237636,0,0,0,0,1,0,0,0
ENSG00000237637,2,7,7,36,19,50,24,34
ENSG00000237638,18,27,33,35,40,25,17,22
ENSG00000237639,0,0,0,0,0,0,0,0
ENSG00000237640,0,0,2,3,4,2,0,2
ENSG00000237641,1,0,0,0,0,0,0,0
ENSG00000237642,0,0,0,0,0,0,0,0
ENSG00000237643,0,0,3,0,0,1,1,3
ENSG00000237645,0,0,0,0,0,0,0,0
ENSG00000237646,8,31,44,34,60,21,20,8
ENSG00000237647,0,0,0,0,0,0,0,0
ENSG00000237649,8,14,26,18,7,24,12,12
ENSG00000237650,0,0,0,0,0,0,0,0
ENSG00000237651,54,126,113,116,62,98,95,100
ENSG00000237653,0,0,0,0,0,0,0,0
ENSG00000237654,1,0,0,0,0,0,0,0
ENSG00000237655,0,0,2,1,0,0,0,0
ENSG00000237658,0,0,0,0,1,4,0,1
ENSG00000237659,0,0,0,0,0,1,0,0
ENSG00000237661,0,0,0,0,1,0,0,0
ENSG00000237662,0,0,0,0,0,0,0,0
ENSG00000237663,0,0,0,0,0,0,0,0
ENSG00000237664,2,0,0,0,0,0,0,0
ENSG00000237665,0,0,0,0,0,0,0,0
ENSG00000237666,0,0,3,5,1,2,0,0
ENSG00000237667,43,0,38,0,0,5,3,1
ENSG00000237668,2,0,1,0,0,0,2,0
ENSG00000237669,13,26,52,55,28,36,46,45
ENSG00000237670,0,0,0,0,0,0,0,0
ENSG00000237671,0,0,0,0,0,0,0,0
ENSG00000237672,0,0,0,0,0,0,0,0
ENSG00000237674,0,0,0,0,0,0,0,0
ENSG00000237675,0,0,0,0,0,0,0,0
ENSG00000237676,0,0,0,1,0,0,0,1
ENSG00000237679,0,0,0,0,0,0,0,0
ENSG00000237682,0,3,6,1,0,1,4,1
ENSG00000237684,0,0,0,0,0,0,0,0
ENSG00000237685,0,0,0,0,0,0,0,0
ENSG00000237686,0,2,2,1,0,0,2,1
ENSG00000237687,0,0,0,0,0,0,0,0
ENSG00000237689,4,12,24,24,35,12,12,8
ENSG00000237690,0,0,0,0,0,0,0,0
ENSG00000237691,0,0,0,0,0,0,0,0
ENSG00000237693,57,85,186,103,100,79,117,128
ENSG00000237698,0,0,0,0,0,0,0,0
ENSG00000237699,0,0,0,0,0,0,0,1
ENSG00000237700,0,0,0,0,0,0,0,0
ENSG00000237701,0,0,0,0,0,0,0,0
ENSG00000237702,265,324,406,376,270,577,570,509
ENSG00000237703,0,0,0,0,0,0,0,0
ENSG00000237704,0,0,1,0,0,0,0,0
ENSG00000237705,14,0,3,3,2,0,0,0
ENSG00000237706,0,0,0,0,0,0,0,0
ENSG00000237707,0,0,0,0,0,0,0,0
ENSG00000237708,0,6,3,4,5,4,3,1
ENSG00000237709,0,0,0,0,0,0,0,0
ENSG00000237710,0,0,0,0,0,0,0,0
ENSG00000237711,1,10,10,16,29,17,16,12
ENSG00000237713,0,0,0,0,0,0,0,0
ENSG00000237714,0,0,0,0,0,0,0,0
ENSG00000237716,0,0,0,0,0,0,0,0
ENSG00000237717,0,0,0,0,0,0,0,0
ENSG00000237718,0,1,0,1,1,1,0,0
ENSG00000237719,1,0,1,1,0,0,0,0
ENSG00000237720,0,0,0,0,3,0,0,0
ENSG00000237721,2,0,1,1,0,0,0,0
ENSG00000237722,0,0,0,0,0,0,0,0
ENSG00000237723,0,0,0,0,0,0,0,0
ENSG00000237724,0,0,0,0,0,0,0,0
ENSG00000237725,0,0,0,0,0,0,0,0
ENSG00000237726,1,3,1,6,3,5,1,0
ENSG00000237727,0,0,0,0,0,0,0,0
ENSG00000237728,0,0,0,0,0,0,0,0
ENSG00000237729,3,6,9,7,3,5,0,0
ENSG00000237730,0,0,0,0,0,0,0,0
ENSG00000237731,0,0,1,1,0,0,2,0
ENSG00000237732,0,2,1,4,4,4,0,3
ENSG00000237733,0,0,0,0,0,0,0,0
ENSG00000237734,0,0,0,0,0,1,0,0
ENSG00000237735,0,0,3,1,2,2,0,3
ENSG00000237737,11,1,1,0,0,0,0,0
ENSG00000237738,14,64,56,38,121,31,23,37
ENSG00000237740,1,0,4,1,0,1,0,4
ENSG00000237741,0,0,0,0,0,0,0,0
ENSG00000237742,5,12,14,13,13,9,10,6
ENSG00000237743,0,0,0,0,0,0,0,0
ENSG00000237745,0,0,0,0,0,0,0,0
ENSG00000237746,1,0,0,0,0,0,0,0
ENSG00000237747,0,0,0,0,0,0,0,0
ENSG00000237748,0,0,0,0,4,0,0,0
ENSG00000237749,2,2,15,6,1,4,2,4
ENSG00000237750,0,0,0,0,0,0,0,0
ENSG00000237751,0,0,0,0,0,0,0,0
ENSG00000237752,0,0,0,0,0,0,0,0
ENSG00000237753,134,175,345,287,179,242,316,189
ENSG00000237754,4,7,4,12,8,5,2,3
ENSG00000237756,0,0,0,0,0,0,0,0
ENSG00000237757,26,49,90,95,135,81,43,53
ENSG00000237758,0,0,0,0,0,0,0,0
ENSG00000237759,0,0,0,0,0,0,0,0
ENSG00000237760,0,0,0,0,0,0,0,0
ENSG00000237761,0,0,0,0,0,0,0,0
ENSG00000237763,0,1,5,1,1,1,1,4
ENSG00000237764,0,0,1,1,0,2,0,3
ENSG00000237765,680,1222,1508,2132,947,1780,1314,1408
ENSG00000237766,1,6,7,2,7,5,4,4
ENSG00000237767,0,0,0,0,0,0,0,0
ENSG00000237768,0,0,0,0,0,0,0,0
ENSG00000237770,0,0,0,0,0,0,0,0
ENSG00000237772,5,15,23,27,14,26,14,9
ENSG00000237773,47,61,39,69,42,60,57,66
ENSG00000237774,0,1,1,1,0,0,1,0
ENSG00000237775,50,137,182,207,214,154,106,116
ENSG00000237777,0,0,0,0,0,0,0,0
ENSG00000237781,58,85,135,164,156,202,82,174
ENSG00000237782,0,0,0,0,0,0,0,0
ENSG00000237783,0,0,0,0,0,0,0,0
ENSG00000237784,0,0,0,0,0,0,0,0
ENSG00000237786,0,0,0,0,0,0,0,0
ENSG00000237787,0,0,0,0,0,0,0,0
ENSG00000237788,56,142,186,294,174,234,187,239
ENSG00000237790,0,0,0,1,0,0,0,0
ENSG00000237793,0,0,0,0,0,0,1,0
ENSG00000237797,0,0,0,0,0,0,0,0
ENSG00000237798,4,0,0,0,0,0,2,0
ENSG00000237799,0,0,0,0,0,0,0,0
ENSG00000237801,0,0,0,0,0,0,1,0
ENSG00000237802,0,0,0,0,0,0,0,0
ENSG00000237803,0,1,5,8,4,1,1,0
ENSG00000237804,0,0,0,0,0,0,0,0
ENSG00000237806,0,0,0,0,0,0,0,0
ENSG00000237807,0,0,0,0,0,0,0,0
ENSG00000237808,0,0,0,0,0,0,0,0
ENSG00000237810,0,0,0,0,0,0,0,0
ENSG00000237811,0,0,0,0,0,0,0,0
ENSG00000237812,0,0,0,0,0,0,0,0
ENSG00000237813,0,0,0,0,0,0,0,0
ENSG00000237814,0,0,0,0,0,0,0,0
ENSG00000237815,1,4,2,1,1,4,0,0
ENSG00000237816,0,0,0,0,0,0,0,0
ENSG00000237818,5,23,33,42,61,21,8,13
ENSG00000237819,0,1,2,3,5,5,1,3
